rainfall_intensity_mmh,cumulative_24h_mm,slope_gradient_deg,dfsi_vulnerability_index,corrected_percent_flooded_area,drainage_factor,disrupted_label
1.61,21.55,31.7,0.334,0.38,0.2,0
3.59,3.45,42.7,0.562,0.43,0.2,0
0.54,9.19,33.0,0.365,1.69,0.2,0
2.67,61.39,31.7,0.615,2.87,0.2,0
12.43,77.17,31.7,0.627,5.31,1.0,1
18.39,103.92,43.4,0.289,4.11,0.5,1
2.13,25.29,25.0,0.435,8.3,0.2,0
5.29,32.55,36.0,0.359,3.47,0.8,0
5.4,44.86,25.0,0.302,0.29,0.8,0
17.58,83.31,19.2,0.517,2.41,0.2,0
12.23,59.56,45.8,0.293,5.61,0.5,1
6.12,39.97,20.9,0.428,2.51,0.5,0
9.44,68.68,35.8,0.657,0.52,0.8,1
15.98,109.34,29.8,0.466,4.57,0.5,1
0.08,9.4,40.3,0.077,4.96,0.2,0
4.38,38.03,38.2,0.41,5.45,0.8,1
20.21,140.83,21.5,0.159,1.6,0.5,1
11.46,94.69,30.8,0.477,4.39,0.8,1
6.65,33.01,15.0,0.614,5.08,1.0,0
6.41,43.74,29.9,0.471,1.86,0.8,0
3.63,22.95,36.1,0.206,2.05,0.2,0
6.25,65.51,24.6,0.231,2.58,1.0,0
9.06,41.34,39.4,0.653,3.58,0.2,1
4.61,65.44,17.0,0.594,1.37,0.2,0
10.64,85.19,15.7,0.404,0.68,0.8,0
16.79,79.92,15.0,0.172,1.08,0.8,0
1.43,13.24,26.1,0.671,2.91,0.5,0
5.11,45.96,30.8,0.53,5.22,0.2,0
4.46,45.51,20.0,0.198,7.86,0.2,0
9.89,53.36,50.3,0.229,8.64,1.0,1
2.44,33.41,51.4,0.382,3.24,0.2,0
8.69,64.97,31.9,0.297,7.59,0.5,1
17.85,107.86,33.0,0.419,1.15,0.8,1
4.6,31.69,44.2,0.498,2.21,0.8,1
20.56,116.4,38.1,0.533,0.95,0.8,1
42.38,114.58,22.5,0.735,0.56,0.5,1
0.95,25.4,38.8,0.328,4.19,0.2,0
2.26,16.6,24.6,0.358,1.02,0.8,0
25.53,75.6,29.9,0.707,3.16,0.5,1
27.01,167.29,32.2,0.403,0.28,0.2,1
0.87,20.26,36.6,0.653,0.69,1.0,0
0.13,26.81,21.8,0.464,1.39,0.8,0
1.49,0.0,18.4,0.719,1.91,0.8,0
46.96,219.44,41.4,0.732,1.12,0.5,1
1.69,17.18,39.9,0.138,4.88,0.8,0
5.94,24.88,32.0,0.316,0.24,0.2,0
16.04,117.81,35.2,0.254,3.08,0.2,1
0.18,29.68,36.6,0.502,0.11,0.5,0
7.88,67.05,31.0,0.251,8.95,0.8,1
2.76,48.63,25.4,0.432,3.78,1.0,0
16.85,70.54,31.1,0.374,4.38,0.5,1
2.83,19.52,45.6,0.61,4.59,0.2,0
9.87,69.15,40.3,0.349,2.93,0.2,0
9.53,34.68,30.7,0.565,0.45,0.8,0
2.13,22.18,24.4,0.603,2.07,0.5,0
0.3,2.51,42.4,0.653,5.25,0.8,0
4.47,31.18,34.6,0.215,15.32,1.0,1
2.9,43.58,29.3,0.224,1.4,0.5,0
14.07,73.89,20.2,0.782,3.86,0.2,1
13.7,67.81,37.6,0.241,15.46,1.0,1
5.19,24.04,27.1,0.614,3.25,0.2,0
7.93,54.17,33.8,0.308,6.21,0.5,0
7.88,32.14,33.0,0.529,3.4,1.0,1
14.92,98.83,36.1,0.426,2.16,0.5,1
4.7,59.44,32.3,0.371,4.29,0.5,0
2.74,71.2,34.4,0.779,7.55,1.0,1
2.62,13.94,18.7,0.513,5.8,0.5,0
6.53,72.39,35.2,0.441,7.96,1.0,1
5.07,25.89,23.4,0.517,11.5,0.5,0
4.93,27.73,29.0,0.297,5.2,0.2,0
0.81,6.62,31.8,0.391,6.92,0.5,0
10.78,79.87,35.8,0.305,1.16,1.0,1
2.04,14.56,37.3,0.628,0.65,0.5,0
1.86,20.67,36.3,0.373,1.85,0.8,0
4.52,39.44,19.4,0.637,1.41,0.5,0
2.2,20.02,28.9,0.28,2.03,1.0,0
7.45,46.68,26.1,0.44,0.58,0.2,0
3.95,0.0,29.2,0.504,2.07,0.2,0
5.06,37.6,34.8,0.713,6.52,0.8,1
6.55,59.72,23.4,0.15,0.2,0.5,0
1.93,17.57,31.5,0.759,1.12,0.8,0
1.44,31.83,42.2,0.17,1.91,0.5,0
18.05,109.27,37.0,0.462,3.3,0.5,1
4.83,33.19,36.8,0.285,2.17,0.5,0
4.52,57.07,40.7,0.207,0.13,0.8,0
0.31,54.88,29.2,0.852,3.86,0.5,1
5.86,76.94,37.8,0.552,4.74,0.8,1
6.87,23.5,17.4,0.474,0.46,0.2,0
6.96,32.02,17.2,0.687,0.05,0.8,0
10.44,60.82,27.5,0.399,3.07,0.8,0
1.66,27.48,23.5,0.552,7.66,1.0,0
2.47,55.06,31.9,0.34,5.25,0.5,0
14.15,109.37,23.0,0.588,2.65,0.5,1
25.0,105.84,47.5,0.708,1.64,0.8,1
1.24,17.66,40.8,0.443,0.1,0.2,0
5.85,52.99,48.2,0.317,5.81,1.0,1
2.05,3.45,39.3,0.489,0.98,0.8,0
0.53,21.7,45.6,0.083,16.8,0.8,1
3.35,16.12,28.4,0.223,0.28,1.0,0
1.32,1.25,31.4,0.547,8.34,0.5,0
10.52,47.78,24.9,0.205,1.08,1.0,0
6.49,49.79,34.5,0.491,8.8,0.5,1
1.32,32.32,38.7,0.481,2.18,0.5,0
0.08,21.65,31.5,0.761,1.0,0.8,0
14.03,117.51,26.5,0.302,0.43,0.8,1
1.65,38.74,31.7,0.366,0.51,0.5,0
7.92,68.3,17.6,0.587,10.82,0.5,1
3.49,31.06,36.7,0.518,1.27,0.8,0
7.49,46.89,30.4,0.503,13.6,0.5,1
3.22,28.5,42.8,0.317,6.78,0.8,0
0.77,0.0,44.0,0.393,5.11,0.5,0
2.14,42.43,20.8,0.593,4.81,0.2,0
1.77,34.35,50.2,0.225,8.4,0.5,1
4.75,28.08,47.0,0.348,0.97,1.0,1
9.13,85.71,34.3,0.298,8.89,0.8,1
2.6,20.96,39.9,0.018,2.26,0.2,0
0.1,18.99,14.1,0.324,5.32,0.5,0
6.22,70.36,47.0,0.447,5.92,0.8,1
7.91,55.1,30.5,0.177,6.91,0.5,0
27.99,166.19,43.3,0.204,2.27,1.0,1
7.57,59.26,28.9,0.474,1.11,0.5,0
5.42,77.53,38.7,0.297,7.69,1.0,1
7.24,37.84,29.7,0.389,0.25,0.8,0
22.35,161.94,28.3,0.274,3.26,0.5,1
14.98,39.31,45.3,0.443,5.53,0.5,1
3.32,16.1,36.1,0.311,7.95,1.0,0
2.3,31.55,40.4,0.729,0.49,0.2,0
2.59,22.36,32.4,0.328,2.38,0.8,0
5.97,47.52,43.7,0.032,4.48,0.8,0
11.58,70.29,37.2,0.468,9.06,0.5,1
5.95,21.81,18.2,0.377,3.79,1.0,0
0.6,5.59,38.0,0.653,1.04,0.5,0
10.93,65.08,14.2,0.191,0.56,0.2,0
13.94,93.02,40.0,0.214,2.0,0.8,1
2.91,56.06,27.5,0.378,0.71,0.2,0
9.27,52.9,33.6,0.157,4.6,0.5,0
4.73,57.72,37.5,0.476,2.85,1.0,1
18.69,95.8,34.5,0.142,1.07,0.5,1
15.86,87.7,35.4,0.521,3.66,0.5,1
6.34,27.57,42.5,0.471,0.38,0.5,0
10.0,76.42,28.6,0.25,3.78,1.0,1
18.26,94.43,32.5,0.513,4.19,0.5,1
5.82,34.52,22.7,0.251,0.06,0.8,0
3.19,28.7,30.8,0.512,4.22,0.2,0
11.91,72.94,21.8,0.855,1.48,0.2,1
2.11,46.95,34.5,0.587,0.18,0.2,0
4.18,37.17,27.3,0.483,2.11,1.0,0
17.07,116.77,41.1,0.358,1.69,0.2,1
10.96,97.73,27.8,0.396,4.61,0.5,1
4.4,43.9,26.3,0.759,4.5,0.5,0
2.05,16.99,31.3,0.403,2.16,0.5,0
3.74,20.56,22.7,0.592,4.07,0.5,0
2.84,19.9,23.7,0.329,7.36,0.8,0
1.65,23.93,38.5,0.568,0.23,1.0,0
11.56,70.41,31.4,0.189,0.62,0.8,0
2.47,34.04,23.8,0.451,2.4,0.2,0
5.15,38.81,15.4,0.416,7.0,0.8,0
4.14,1.19,30.8,0.933,2.68,0.5,0
34.18,94.85,37.3,0.103,0.77,1.0,1
4.22,0.0,28.0,0.107,11.18,0.8,0
0.71,18.92,25.1,0.46,0.96,0.2,0
0.8,40.62,29.1,0.172,6.69,0.2,0
7.59,19.59,46.1,0.189,25.0,0.2,1
7.77,34.06,29.8,0.118,3.58,0.5,0
4.61,40.33,25.5,0.354,0.82,0.8,0
4.81,21.78,33.0,0.423,2.63,0.8,0
0.47,5.26,39.4,0.439,4.32,0.5,0
6.18,54.5,14.5,0.577,0.57,0.8,0
5.97,40.09,32.7,0.815,14.29,0.8,1
1.38,1.17,40.3,0.364,11.98,0.2,0
0.93,0.0,24.1,0.598,2.68,0.8,0
1.12,56.74,43.9,0.18,6.43,0.8,1
0.91,40.29,33.2,0.581,17.68,1.0,1
8.0,48.36,31.9,0.574,4.2,1.0,1
1.86,27.88,46.5,0.672,3.37,1.0,1
2.46,21.21,20.9,0.605,3.56,0.8,0
1.62,36.64,37.2,0.439,2.89,0.2,0
26.91,88.13,39.7,0.342,8.94,0.8,1
16.39,81.25,31.2,0.75,0.57,0.5,1
2.23,39.83,12.4,0.218,2.49,0.5,0
3.37,57.62,32.0,0.195,0.06,0.5,0
2.0,41.15,21.9,0.179,8.42,0.8,0
5.75,61.58,32.8,0.259,1.43,0.5,0
0.17,15.75,37.2,0.343,2.43,0.5,0
9.46,55.69,32.2,0.737,3.87,0.5,1
6.29,20.58,34.4,0.474,0.49,0.5,0
19.46,77.25,19.8,0.214,5.3,0.5,0
1.53,31.97,19.5,0.455,2.69,0.5,0
13.86,94.53,40.8,0.473,0.26,0.2,1
13.35,51.29,16.8,0.291,0.63,0.2,0
1.16,43.41,26.2,0.438,3.42,1.0,0
4.32,47.26,44.8,0.386,2.15,0.2,0
1.59,48.15,30.6,0.672,9.11,0.2,0
2.5,19.16,35.5,0.65,4.16,1.0,1
2.6,22.77,24.3,0.45,3.43,0.5,0
6.91,64.15,25.8,0.061,4.89,0.2,0
4.51,31.69,31.7,0.539,2.74,0.5,0
25.09,104.87,34.6,0.4,2.49,0.8,1
1.15,18.11,46.2,0.19,14.62,0.8,1
30.92,173.2,33.1,0.523,8.72,0.5,1
2.23,48.14,19.4,0.337,0.75,1.0,0
12.6,69.09,28.4,0.387,0.87,0.5,0
3.52,48.44,25.0,0.423,1.17,0.2,0
1.31,32.77,25.3,0.202,4.98,0.5,0
16.58,57.03,31.6,0.645,10.44,0.8,1
3.14,19.73,27.1,0.477,0.51,0.5,0
9.14,53.53,26.3,0.565,20.16,0.5,1
7.1,41.35,46.8,0.177,1.49,0.5,0
5.42,32.81,33.3,0.161,1.6,1.0,0
5.82,77.22,25.6,0.356,2.9,0.8,0
11.2,68.79,26.0,0.435,0.39,0.8,0
0.78,11.12,39.4,0.598,9.75,0.5,0
9.38,78.47,42.2,0.255,0.07,0.5,1
19.22,63.63,35.6,0.471,0.03,0.5,1
0.51,7.64,30.0,0.246,13.39,0.2,0
1.29,41.76,37.9,0.201,1.95,0.8,0
10.72,73.41,44.7,0.285,1.08,0.2,0
4.89,47.17,22.4,0.672,1.23,1.0,0
4.39,53.76,41.2,0.21,2.59,1.0,1
1.25,30.97,40.7,0.472,8.56,0.8,1
6.01,19.73,28.4,0.471,5.22,0.8,0
1.15,0.0,26.4,0.587,0.72,0.8,0
5.5,30.76,32.9,0.643,1.59,0.8,0
12.26,105.29,25.9,0.529,2.1,1.0,1
2.54,21.53,21.6,0.491,17.17,0.5,0
5.57,49.77,45.7,0.476,5.74,0.2,1
41.06,209.91,31.3,0.592,2.56,0.2,1
9.86,37.0,30.9,0.175,1.08,0.5,0
15.65,98.5,20.8,0.385,0.65,0.8,1
4.56,40.46,31.6,0.227,0.71,1.0,0
12.41,55.62,37.3,0.364,1.54,1.0,1
0.35,16.42,25.1,0.22,2.85,0.8,0
1.11,30.72,28.5,0.492,0.71,1.0,0
1.93,28.63,22.9,0.408,5.05,1.0,0
4.37,47.08,28.1,0.361,10.42,0.5,0
15.89,107.37,41.2,0.125,2.85,0.5,1
3.61,26.99,24.8,0.449,1.73,0.8,0
9.04,55.05,15.2,0.219,4.56,1.0,0
10.5,78.04,32.3,0.393,4.46,0.2,0
7.5,72.39,33.2,0.435,6.44,0.8,1
3.76,25.34,27.4,0.386,10.28,0.5,0
7.31,12.67,34.6,0.311,1.59,0.5,0
3.56,43.66,15.9,0.153,0.53,0.5,0
0.74,11.81,27.7,0.273,8.97,0.8,0
41.94,220.38,21.6,0.708,0.77,1.0,1
1.16,25.98,24.6,0.215,1.66,0.5,0
0.64,38.4,28.8,0.349,2.08,0.8,0
17.92,88.19,31.4,0.115,7.46,0.5,1
3.05,39.65,19.3,0.436,3.34,0.5,0
8.93,61.52,19.7,0.229,3.46,1.0,0
3.39,46.02,35.5,0.219,5.59,0.8,0
4.22,32.47,29.3,0.279,24.0,0.5,1
2.58,10.03,22.8,0.453,12.67,0.5,0
3.57,26.38,24.7,0.149,0.53,0.2,0
4.49,58.73,36.7,0.238,15.85,0.2,1
10.83,79.76,16.9,0.624,4.9,0.5,1
6.09,27.94,31.7,0.221,3.84,0.5,0
24.43,132.15,28.2,0.691,1.92,0.5,1
0.36,5.12,39.4,0.331,18.43,1.0,1
5.94,50.89,38.7,0.367,1.44,0.5,0
7.46,73.85,35.8,0.099,11.26,0.5,1
21.49,79.68,28.9,0.293,1.67,0.5,1
0.43,10.6,34.4,0.689,0.58,0.5,0
7.24,36.32,34.6,0.176,3.77,0.8,0
16.33,68.3,27.5,0.693,8.02,0.2,1
2.35,46.59,42.0,0.513,11.21,0.5,1
17.76,106.95,48.4,0.509,6.5,0.5,1
0.16,0.0,27.0,0.107,1.92,0.2,0
11.21,72.74,39.1,0.184,5.67,0.5,1
22.99,148.72,31.5,0.548,0.08,0.5,1
9.1,95.76,30.7,0.175,0.77,0.2,0
4.91,26.89,28.9,0.265,3.24,1.0,0
0.39,19.23,26.4,0.404,1.27,0.5,0
21.48,155.7,43.8,0.762,4.25,0.8,1
5.4,41.01,37.2,0.32,4.43,1.0,1
0.25,18.52,30.2,0.265,3.64,0.5,0
9.95,66.51,37.6,0.394,4.65,0.2,0
5.59,43.11,36.6,0.548,1.42,0.5,0
1.13,39.4,25.7,0.243,0.93,0.5,0
2.05,7.36,22.8,0.66,0.04,0.8,0
0.57,0.56,40.3,0.072,4.07,0.5,0
7.26,36.22,39.4,0.165,3.35,0.8,0
8.27,8.55,50.4,0.107,1.54,0.8,0
5.99,45.56,14.2,0.087,1.62,1.0,0
14.44,80.33,32.4,0.437,0.9,0.5,1
16.77,94.85,36.2,0.408,1.6,0.8,1
8.13,58.76,33.3,0.5,1.37,0.8,1
0.11,19.52,36.4,0.093,13.58,0.2,0
10.1,86.02,21.3,0.524,2.65,0.2,0
4.6,47.18,11.2,0.442,3.31,0.8,0
7.09,38.88,19.3,0.672,0.08,0.5,0
8.9,79.16,28.7,0.226,6.68,0.2,0
3.66,36.31,27.4,0.389,5.35,0.8,0
21.17,132.23,41.7,0.525,2.74,0.8,1
1.22,39.93,18.8,0.23,5.71,0.5,0
9.46,62.2,30.2,0.46,0.68,1.0,1
0.04,51.15,46.0,0.588,2.26,0.5,1
21.98,102.57,31.6,0.322,1.04,0.8,1
1.01,24.44,21.1,0.454,3.41,1.0,0
0.85,13.55,26.4,0.357,3.7,0.2,0
3.44,25.65,34.3,0.262,16.07,0.8,1
3.98,24.02,13.3,0.627,0.07,0.2,0
2.05,38.21,46.8,0.263,1.68,0.2,0
7.48,48.45,32.9,0.785,11.21,0.5,1
4.97,39.19,36.2,0.466,13.22,0.8,1
0.3,29.52,31.5,0.166,3.21,0.8,0
3.27,39.41,46.1,0.656,3.18,0.8,1
14.14,79.45,33.4,0.737,2.1,0.2,1
9.95,83.14,35.1,0.801,0.91,0.5,1
10.97,82.76,41.2,0.292,0.3,0.5,1
10.18,30.71,41.2,0.281,1.84,0.5,0
3.17,17.68,15.1,0.395,1.61,0.8,0
0.89,45.81,26.2,0.128,3.06,0.5,0
2.7,53.84,25.1,0.549,1.62,0.5,0
15.15,80.5,12.5,0.335,2.14,1.0,0
33.45,150.87,41.8,0.617,3.53,0.8,1
5.79,27.33,27.1,0.045,4.65,0.5,0
0.08,16.35,27.9,0.508,0.05,0.2,0
1.28,42.56,19.6,0.559,0.9,0.8,0
3.3,35.38,49.1,0.212,0.79,0.8,0
7.35,62.18,39.9,0.512,2.05,1.0,1
0.66,21.02,33.0,0.698,0.32,0.2,0
24.4,148.74,38.2,0.558,8.83,0.8,1
3.86,57.84,38.3,0.411,2.09,0.5,0
20.72,94.84,35.0,0.268,6.78,0.8,1
12.89,93.9,22.7,0.391,9.7,0.8,1
11.97,65.79,36.7,0.523,0.87,0.8,1
7.93,52.09,33.0,0.294,2.6,0.5,0
8.38,28.56,36.8,0.389,13.34,0.8,1
8.64,37.51,32.4,0.476,6.54,0.2,0
8.42,20.57,45.9,0.435,0.17,0.2,0
6.86,63.1,34.3,0.695,13.13,1.0,1
36.54,108.2,33.1,0.685,0.09,1.0,1
11.2,63.32,40.5,0.702,0.13,0.8,1
12.75,61.86,28.7,0.287,3.93,0.8,0
17.5,168.14,27.1,0.442,3.82,0.5,1
2.06,33.49,31.6,0.203,6.67,0.2,0
0.74,0.0,33.3,0.613,1.38,0.8,0
5.61,65.12,24.3,0.312,2.51,0.8,0
6.13,47.98,35.7,0.515,7.33,1.0,1
15.02,74.89,39.1,0.295,5.35,0.5,1
4.99,37.66,33.2,0.119,2.1,0.8,0
7.19,49.47,32.0,0.702,7.26,0.8,1
6.36,43.04,26.5,0.415,2.5,0.2,0
0.33,11.53,43.3,0.59,2.87,0.2,0
8.12,49.99,37.6,0.487,3.35,0.2,0
14.96,78.16,31.1,0.118,1.77,0.5,0
1.46,0.0,35.1,0.434,1.29,0.2,0
7.67,23.91,27.6,0.269,4.32,0.2,0
7.65,82.96,17.4,0.13,0.65,0.2,0
1.52,30.58,23.7,0.221,2.64,0.2,0
1.12,16.71,18.6,0.4,1.46,0.2,0
33.27,142.7,31.7,0.433,1.82,0.2,1
4.25,40.01,34.2,0.623,2.35,0.5,0
2.19,42.09,28.7,0.076,0.86,0.8,0
1.6,68.26,32.1,0.273,2.56,0.2,0
9.36,95.44,18.9,0.248,5.05,0.5,0
7.99,33.22,38.1,0.134,1.02,0.5,0
8.77,64.4,15.5,0.339,7.29,0.5,0
0.78,1.71,34.5,0.57,2.16,1.0,0
19.04,85.12,30.0,0.271,5.2,0.2,1
4.19,29.6,23.0,0.382,4.33,0.2,0
3.2,28.45,32.0,0.516,1.99,0.2,0
5.27,67.05,38.4,0.209,6.34,0.5,0
4.2,17.09,29.5,0.404,0.12,0.2,0
16.93,85.87,28.4,0.398,1.15,0.2,0
22.51,102.07,21.5,0.235,0.04,1.0,1
3.07,34.72,33.5,0.77,5.98,0.5,1
16.95,91.03,40.0,0.767,0.55,0.5,1
12.93,83.62,32.8,0.24,2.0,0.2,0
22.7,107.67,22.4,0.357,3.59,0.5,1
2.4,11.44,35.1,0.223,13.36,0.5,0
7.31,22.75,15.3,0.481,25.0,0.8,1
2.73,15.08,40.3,0.317,7.75,1.0,0
14.77,80.49,43.9,0.673,2.93,0.5,1
0.05,26.48,33.6,0.414,0.54,0.2,0
7.07,44.92,42.0,0.383,1.7,0.2,0
3.52,46.79,18.8,0.219,7.62,0.5,0
3.31,19.65,24.5,0.22,11.95,0.2,0
8.8,15.95,27.1,0.645,4.07,0.2,0
16.21,73.03,38.2,0.412,6.23,0.2,1
7.99,67.99,31.2,0.584,6.09,0.2,1
16.31,92.9,27.9,0.142,12.5,0.5,1
2.61,10.6,22.1,0.584,6.29,0.8,0
6.23,38.66,39.4,0.337,1.72,0.5,0
5.09,52.61,14.4,0.125,2.46,0.5,0
0.1,11.11,27.7,0.098,1.07,0.5,0
6.92,43.45,25.0,0.532,0.64,1.0,0
9.21,62.78,20.9,0.477,1.66,0.5,0
7.62,31.85,22.6,0.324,4.25,0.5,0
11.33,46.78,31.4,0.167,3.42,0.8,0
7.2,69.6,29.8,0.306,5.3,0.8,1
0.59,23.33,31.9,0.462,8.55,0.2,0
1.05,43.1,36.9,0.145,0.2,0.2,0
7.71,67.25,42.5,0.358,1.09,0.2,0
2.73,59.38,20.5,0.742,5.76,0.5,0
0.71,35.93,18.7,0.386,9.75,0.2,0
4.77,43.89,27.2,0.484,10.46,1.0,1
6.87,55.26,32.5,0.514,0.78,1.0,1
3.39,82.79,19.6,0.601,0.41,0.5,0
10.83,74.15,36.6,0.784,10.19,0.5,1
8.77,35.67,32.7,0.088,0.26,0.2,0
3.44,44.41,37.5,0.327,4.12,0.2,0
11.95,53.18,28.2,0.46,1.93,0.5,0
8.89,59.58,29.3,0.717,1.24,0.2,0
8.62,66.36,39.3,0.514,1.21,0.5,1
6.85,35.37,25.7,0.572,1.69,0.5,0
0.1,7.03,28.8,0.135,1.71,0.2,0
10.14,68.35,13.5,0.373,6.42,1.0,0
4.01,24.75,32.7,0.557,2.88,0.2,0
24.29,150.82,40.8,0.266,10.79,0.8,1
14.48,106.2,15.1,0.308,3.88,0.5,0
7.53,93.95,34.0,0.189,1.99,0.8,1
2.47,27.28,40.6,0.694,2.89,0.5,0
1.94,20.83,31.4,0.228,10.65,1.0,0
3.54,36.92,27.0,0.765,6.83,0.2,0
5.5,48.05,50.3,0.192,9.81,0.2,1
2.98,46.23,17.7,0.384,4.67,0.5,0
6.15,37.66,23.9,0.38,3.81,0.2,0
1.54,55.07,42.2,0.252,1.07,0.8,0
32.33,201.38,26.6,0.173,1.66,0.5,1
0.97,17.97,39.7,0.561,0.23,0.5,0
22.84,92.35,27.5,0.347,3.26,0.5,1
20.81,130.81,39.4,0.533,3.88,0.5,1
6.33,39.34,35.8,0.202,5.28,1.0,0
10.97,65.56,30.8,0.588,7.37,0.8,1
4.87,40.21,32.0,0.357,1.33,0.8,0
8.45,44.91,22.8,0.401,0.74,0.8,0
3.54,31.0,20.3,0.19,0.47,0.8,0
3.05,56.83,36.6,0.419,2.97,0.5,0
7.34,74.07,40.7,0.143,1.18,0.2,0
5.86,35.71,36.7,0.301,0.83,0.5,0
7.36,41.07,43.4,0.133,3.09,1.0,0
2.87,28.73,42.4,0.379,3.49,0.8,0
3.89,39.49,38.3,0.459,0.57,0.8,0
0.74,9.19,42.7,0.211,2.82,0.2,0
0.46,0.0,22.4,0.483,0.37,0.2,0
2.48,21.13,37.0,0.511,5.89,0.5,0
0.66,20.4,37.6,0.506,3.36,0.8,0
0.93,11.7,21.9,0.57,3.45,0.8,0
14.25,88.98,43.3,0.703,4.79,0.2,1
0.34,17.51,12.8,0.212,0.92,0.2,0
9.14,79.39,30.0,0.465,0.79,0.5,0
2.7,21.86,14.5,0.531,1.43,1.0,0
17.44,117.73,32.0,0.563,3.29,0.2,1
5.64,45.41,29.5,0.325,6.62,0.5,0
3.1,39.15,34.2,0.448,17.5,0.8,1
6.2,67.19,38.0,0.358,6.55,0.5,1
4.09,47.49,38.1,0.689,2.58,0.5,1
7.06,15.62,36.7,0.183,3.26,0.2,0
1.03,32.71,19.7,0.775,1.27,1.0,0
49.35,246.27,29.6,0.521,0.96,0.2,1
4.71,37.34,39.6,0.521,0.58,0.2,0
3.64,47.31,35.0,0.226,2.77,0.2,0
10.53,54.69,35.6,0.47,0.74,0.5,0
3.85,52.13,24.5,0.71,0.21,0.8,0
15.23,99.08,27.3,0.458,0.75,0.5,1
5.15,68.36,45.9,0.36,1.85,0.8,1
10.81,81.48,40.7,0.771,0.97,0.8,1
0.97,49.15,22.3,0.419,0.95,0.2,0
15.91,84.7,32.4,0.446,1.08,1.0,1
11.31,62.87,31.3,0.518,8.21,0.8,1
2.02,8.19,30.2,0.301,0.33,0.2,0
1.33,28.85,30.9,0.446,1.48,0.5,0
3.23,24.21,34.7,0.525,1.91,0.5,0
31.73,197.26,46.7,0.78,1.25,0.5,1
2.52,25.33,41.8,0.782,1.82,1.0,1
5.18,32.23,41.8,0.232,3.77,0.8,0
0.26,0.06,36.2,0.581,0.57,0.5,0
4.3,46.18,14.0,0.185,1.7,0.8,0
7.2,36.94,30.2,0.477,0.57,0.5,0
26.01,144.31,31.7,0.687,4.98,1.0,1
6.18,65.53,40.5,0.561,7.54,0.5,1
14.53,80.24,43.9,0.4,3.08,0.2,1
6.73,73.13,30.4,0.69,0.23,0.5,1
0.35,16.91,26.7,0.354,2.23,0.8,0
3.22,6.66,27.7,0.635,2.07,0.2,0
7.28,69.32,33.2,0.559,6.09,0.8,1
25.57,82.28,25.9,0.141,0.22,0.8,0
16.66,99.92,43.3,0.459,13.74,0.2,1
2.2,35.9,29.7,0.224,0.91,0.5,0
2.11,35.37,49.1,0.367,6.52,1.0,1
1.91,35.33,20.1,0.457,5.96,0.2,0
21.74,133.7,23.2,0.202,5.54,0.5,1
16.28,136.1,31.7,0.151,0.52,0.8,1
12.67,71.28,41.5,0.654,0.33,0.2,1
4.24,42.75,28.1,0.708,2.25,0.8,0
5.97,20.26,40.3,0.469,5.1,0.5,0
5.31,21.87,29.8,0.222,4.34,0.5,0
2.48,40.81,40.9,0.183,5.68,0.2,0
5.98,16.46,26.0,0.822,0.48,0.5,0
0.26,25.95,30.9,0.635,2.11,0.8,0
1.2,6.03,26.0,0.439,2.37,0.8,0
18.5,100.7,24.1,0.116,1.06,0.5,0
11.84,29.31,29.7,0.303,3.27,0.5,0
4.67,41.84,27.6,0.457,0.16,0.8,0
6.19,71.5,38.6,0.391,5.68,0.5,1
3.93,42.19,37.4,0.275,0.92,0.2,0
11.48,69.52,28.2,0.545,5.14,1.0,1
13.03,66.67,49.5,0.272,0.29,1.0,1
12.25,71.29,47.3,0.46,2.61,0.5,1
10.9,58.06,43.7,0.725,0.95,1.0,1
1.94,0.0,33.4,0.272,1.88,0.5,0
3.51,43.42,29.5,0.418,8.22,0.8,0
5.39,51.02,27.0,0.409,2.25,0.5,0
3.41,23.65,13.7,0.468,1.21,1.0,0
11.95,52.96,34.4,0.283,1.37,1.0,0
3.4,32.59,32.6,0.566,3.83,0.8,0
1.26,29.43,34.4,0.474,5.09,1.0,0
4.33,32.9,33.1,0.168,0.16,0.2,0
33.22,153.45,21.3,0.549,2.62,0.8,1
2.18,43.67,36.0,0.578,2.08,0.5,0
8.05,83.84,28.2,0.572,1.86,0.8,1
4.82,47.73,31.8,0.581,2.0,0.8,0
0.63,28.71,28.4,0.451,4.67,0.8,0
5.69,28.79,14.5,0.192,25.0,0.5,0
10.3,39.63,41.8,0.243,14.12,0.2,1
6.12,34.04,21.7,0.405,4.66,0.8,0
17.48,127.82,33.3,0.218,1.05,0.5,1
2.9,45.13,42.1,0.476,0.03,0.2,0
0.77,52.96,24.3,0.108,5.7,0.2,0
23.44,113.47,29.5,0.091,2.49,0.8,1
4.04,23.07,28.7,0.602,1.25,0.5,0
7.3,77.42,19.1,0.355,2.08,0.5,0
13.35,111.93,29.8,0.385,5.21,0.5,1
3.33,34.37,31.0,0.573,0.18,0.8,0
10.7,0.0,15.0,0.418,2.71,0.5,0
1.24,14.13,31.2,0.897,1.81,0.8,0
2.93,37.49,19.3,0.794,0.88,0.8,0
1.33,12.67,42.5,0.238,8.54,0.8,0
14.17,67.44,34.9,0.588,4.86,0.2,1
2.14,58.74,17.2,0.187,5.33,1.0,0
10.74,85.41,39.9,0.249,4.39,0.8,1
24.39,146.07,28.3,0.537,1.4,0.8,1
6.38,40.33,24.4,0.368,0.11,0.2,0
